"Year","Activity","Source","Destination","Energy (MW.h)","Total Value (CAN$)","Price (CAN$/MW.h)"
"1995","Exports","Saskatchewan","North Dakota","106494.0000","1759317.6300","16.52"
"1995","Exports","Saskatchewan","Total","106494.0000","1759317.6300","16.52"
"1995","Exports","Total","Alaska","1101.8200","58314.4200","52.93"
"1995","Exports","Total","California","46268.0000","1220634.2400","26.38"
"1995","Exports","Total","Idaho","2798.0000","52631.1300","18.81"
"1995","Exports","Total","Maine","3345947.8060","115868586.6800","34.32"
"1995","Exports","Total","Massachusetts","514206.0000","11366941.1300","21.98"
"1995","Exports","Total","Michigan","5800610.8520","153591730.6100","21.94"
"1995","Exports","Total","Minnesota","8588933.2230","269363130.5500","19.71"
"1995","Exports","Total","Missouri","450.0000","6075.0000","13.50"
"1995","Exports","Total","New England-ISO","7656951.0000","179129110.7000","19.96"
"1995","Exports","Total","New York","9001948.8540","230757069.8500","23.89"
"1995","Exports","Total","North Dakota","785391.0000","16298404.3100","18.47"
"1995","Exports","Total","Oregon","827764.0000","34309202.8900","41.45"
"1995","Exports","Total","Pennsylvania","22625.0000","718381.7100","31.75"
"1995","Exports","Total","Total","40596141.2960","1184748380.4100","23.17"
"1995","Exports","Total","Vermont","3117678.0000","145079585.1800","23.16"
"1995","Exports","Total","Washington","883467.7410","26928582.0100","30.45"
"1995","Imports","Maine","New Brunswick","9634.6000","415569.4700","43.13"
"1995","Imports","Maine","Total","9634.6000","415569.4700","43.13"
"1995","Imports","Michigan","Ontario","40981.5000","1196232.9700","29.19"
"1995","Imports","Michigan","Total","40981.5000","1196232.9700","29.19"
"1995","Imports","Minnesota","Manitoba","82727.0000","939775.2700","11.36"
"1995","Imports","Minnesota","Ontario","65234.6590","902422.4000","13.83"
"1995","Imports","Minnesota","Total","147961.6590","1842197.6700","12.45"
"1995","Imports","Montana","British Columbia","397.0000","23370.1900","58.87"
"1995","Imports","Montana","Total","397.0000","23370.1900","58.87"
"1995","Imports","New England-ISO","Québec","33620.0000","772662.5500","22.98"
"1995","Imports","New England-ISO","Total","33620.0000","772662.5500","22.98"
"1995","Imports","New York","Ontario","100681.0000","5391759.0200","53.55"
"1995","Imports","New York","Québec","2347.0000","3829538.0100","2841.99"
"1995","Imports","New York","Total","103028.0000","9221297.0300","117.07"
"1995","Imports","North Dakota","Manitoba","19852.0000","273434.3800","13.77"
"1995","Imports","North Dakota","Saskatchewan","34519.0000","497931.2500","14.12"
"1995","Imports","North Dakota","Total","54371.0000","771365.6300","13.99"
"1995","Imports","Pennsylvania","Québec","6900.0000","151192.8000","21.91"
"1995","Imports","Pennsylvania","Total","6900.0000","151192.8000","21.91"
"1995","Imports","Total","Alberta","2443.6000","130279.5900","53.31"
"1995","Imports","Total","British Columbia","1646409.0000","24332000.5400","14.42"
"1995","Imports","Total","Manitoba","102579.0000","1213209.6500","11.83"
"1995","Imports","Total","New Brunswick","9634.6000","415569.4700","43.13"
"1995","Imports","Total","Ontario","206897.1590","7490414.3900","36.20"
"1995","Imports","Total","Québec","465760.0000","43684712.7600","45.67"
"1995","Imports","Total","Saskatchewan","34519.0000","497931.2500","14.12"
"1995","Imports","Total","Total","2468242.3590","77764117.6500","22.18"
"1995","Imports","Vermont","Québec","422893.0000","38931319.4000","32.34"
"1995","Imports","Vermont","Total","422893.0000","38931319.4000","32.34"
"1995","Imports","Washington","Alberta","2443.6000","130279.5900","53.31"
"1995","Imports","Washington","British Columbia","1646012.0000","24308630.3500","14.41"
"1995","Imports","Washington","Total","1648455.6000","24438909.9400","14.46"
"1996","Exports","Alberta","California","4625.0000","52524.0000","11.36"
"1996","Exports","Alberta","Oregon","800.0000","38624.0000","48.28"
"1996","Exports","Alberta","Total","20536.0000","406155.0000","19.78"
"1996","Exports","Alberta","Washington","15111.0000","315007.0000","20.85"
"1996","Exports","British Columbia","Alaska","1184.6200","55213.0000","46.61"
"1996","Exports","British Columbia","California","249591.0000","3768801.3500","15.10"
"1996","Exports","British Columbia","Idaho","170361.0000","2729511.8700","16.02"
"1996","Exports","British Columbia","Montana","38140.0000","460393.4700","12.07"
"1996","Exports","British Columbia","Oregon","2772922.0000","28283075.8200","10.20"
"1996","Exports","British Columbia","Total","8487256.1130","120423485.9800","14.19"
"1996","Exports","British Columbia","Washington","5255057.4930","85126490.4700","16.20"
"1996","Exports","Manitoba","Minnesota","8904252.5170","266548941.4400","19.33"
"1996","Exports","Manitoba","North Dakota","751666.0000","15502657.0300","18.19"
"1996","Exports","Manitoba","Total","9819389.5170","285060757.2500","19.23"
"1996","Exports","Manitoba","Wisconsin","163471.0000","3009158.7800","18.41"
"1996","Exports","New Brunswick","Maine","3000106.0860","113482665.2700","37.44"
"1996","Exports","New Brunswick","Total","3000106.0860","113482665.2700","37.44"
"1996","Exports","Ontario","Michigan","2125852.1520","74902533.5200","26.21"
"1996","Exports","Ontario","Minnesota","188410.0000","5419928.1100","28.15"
"1996","Exports","Ontario","New England-ISO","387339.0000","8781661.3600","21.58"
"1996","Exports","Ontario","New York","2825664.1900","69573878.1400","24.28"
"1996","Exports","Ontario","Pennsylvania","1300.0000","41270.6400","31.75"
"1996","Exports","Ontario","Total","5530464.3420","158771444.9300","24.97"
"1996","Exports","Ontario","Vermont","1899.0000","52173.1600","27.47"
"1996","Exports","Québec","Maine","1265.9850","89882.3000","71.00"
"1996","Exports","Québec","Massachusetts","265855.0000","7566373.0600","27.66"
"1996","Exports","Québec","New England-ISO","7564381.0000","202578660.1900","26.40"
"1996","Exports","Québec","New York","4685137.0000","129504307.1800","25.24"
"1996","Exports","Québec","Pennsylvania","205883.0000","5076172.7500","24.66"
"1996","Exports","Québec","Total","15200081.9850","536715099.5500","27.01"
"1996","Exports","Québec","Vermont","2477560.0000","191899704.0700","32.30"
"1996","Exports","Saskatchewan","North Dakota","175565.0000","3309619.9700","18.85"
"1996","Exports","Saskatchewan","Total","175565.0000","3309619.9700","18.85"
"1996","Exports","Total","Alaska","1184.6200","55213.0000","46.61"
"1996","Exports","Total","California","254216.0000","3821325.3500","15.03"
"1996","Exports","Total","Idaho","170361.0000","2729511.8700","16.02"
"1996","Exports","Total","Maine","3001372.0710","113572547.5700","37.46"
"1996","Exports","Total","Massachusetts","265855.0000","7566373.0600","27.66"
"1996","Exports","Total","Michigan","2125852.1520","74902533.5200","26.21"
"1996","Exports","Total","Minnesota","9092662.5170","271968869.5500","19.51"
"1996","Exports","Total","Montana","38140.0000","460393.4700","12.07"
"1996","Exports","Total","New England-ISO","7951720.0000","211360321.5500","26.17"
"1996","Exports","Total","New York","7510801.1900","199078185.3200","24.88"
"1996","Exports","Total","North Dakota","927231.0000","18812277.0000","18.32"
"1996","Exports","Total","Oregon","2773722.0000","28321699.8200","10.21"
"1996","Exports","Total","Pennsylvania","207183.0000","5117443.3900","24.70"
"1996","Exports","Total","Total","42233399.0430","1218169227.9500","23.06"
"1996","Exports","Total","Vermont","2479459.0000","191951877.2300","32.29"
"1996","Exports","Total","Washington","5270168.4930","85441497.4700","16.21"
"1996","Exports","Total","Wisconsin","163471.0000","3009158.7800","18.41"
"1996","Imports","Maine","New Brunswick","27393.0000","536839.2300","19.60"
"1996","Imports","Maine","Total","27393.0000","536839.2300","19.60"
"1996","Imports","Michigan","Ontario","219122.7000","4630935.5200","21.13"
"1996","Imports","Michigan","Total","219122.7000","4630935.5200","21.13"
"1996","Imports","Minnesota","Manitoba","144206.0000","2767961.4000","19.19"
"1996","Imports","Minnesota","Ontario","111034.0000","1673013.8100","15.07"
"1996","Imports","Minnesota","Total","255240.0000","4440975.2100","17.40"
"1996","Imports","Montana","Alberta","301.0000","16285.2300","54.10"
"1996","Imports","Montana","British Columbia","204.6000","14924.2700","72.94"
"1996","Imports","Montana","Total","505.6000","31209.5000","61.73"
"1996","Imports","New England-ISO","Québec","6366.0000","132828.0100","20.87"
"1996","Imports","New England-ISO","Total","6366.0000","132828.0100","20.87"
"1996","Imports","New York","Ontario","267274.0000","7064122.9000","26.42"
"1996","Imports","New York","Québec","194835.0000","5440931.4000","26.08"
"1996","Imports","New York","Total","462109.0000","12505054.3000","26.28"
"1996","Imports","North Dakota","Manitoba","24490.0000","1011720.5800","41.31"
"1996","Imports","North Dakota","Saskatchewan","35138.0000","516065.0200","14.69"
"1996","Imports","North Dakota","Total","59628.0000","1527785.6000","25.62"
"1996","Imports","Pennsylvania","Québec","7850.0000","155355.1200","19.79"
"1996","Imports","Pennsylvania","Total","7850.0000","155355.1200","19.79"
"1996","Imports","Total","Alberta","3822.1000","180952.6700","47.34"
"1996","Imports","Total","British Columbia","660087.6000","6188557.0200","8.44"
"1996","Imports","Total","Manitoba","168696.0000","3779681.9800","22.41"
"1996","Imports","Total","New Brunswick","27393.0000","536839.2300","19.60"
"1996","Imports","Total","Ontario","597430.7000","13368072.2300","22.37"
"1996","Imports","Total","Québec","493793.0000","83546356.2000","43.16"
"1996","Imports","Total","Saskatchewan","35138.0000","516065.0200","14.69"
"1996","Imports","Total","Total","1986360.4000","108116524.3500","22.79"
"1996","Imports","Vermont","Québec","284742.0000","77817241.6700","55.98"
"1996","Imports","Vermont","Total","284742.0000","77817241.6700","55.98"
"1996","Imports","Washington","Alberta","3521.1000","164667.4400","46.77"
"1996","Imports","Washington","British Columbia","659883.0000","6173632.7500","8.42"
"1996","Imports","Washington","Total","663404.1000","6338300.1900","8.62"
"1997","Exports","Alberta","Idaho","80.0000","1340.4500","16.76"
"1997","Exports","Alberta","Oregon","23100.0000","423715.3200","18.34"
"1997","Exports","Alberta","Total","186597.0000","3307908.1300","17.73"
"1997","Exports","Alberta","Washington","163417.0000","2882852.3600","17.64"
"1997","Exports","British Columbia","","53430.0000","1728412.2600","32.35"
"1997","Exports","British Columbia","Alaska","1233.8200","92310.0000","74.82"
"1997","Exports","British Columbia","Arizona","163200.0000","3646686.7400","22.34"
"1997","Exports","British Columbia","California","1784402.0000","45969853.4600","25.76"
"1997","Exports","British Columbia","Colorado","43021.0000","999841.6900","23.24"
"1997","Exports","British Columbia","Idaho","169733.0000","3713729.8100","21.88"
"1997","Exports","British Columbia","Montana","14170.0000","377335.5300","26.63"
"1997","Exports","British Columbia","Oregon","739075.0000","17609287.1000","23.83"
"1997","Exports","British Columbia","Total","9869913.6530","222115972.4000","22.50"
"1997","Exports","British Columbia","Utah","28480.0000","688047.6100","24.16"
"1997","Exports","British Columbia","Washington","6873168.8330","147290468.2000","21.43"
"1997","Exports","Manitoba","Iowa","165062.0000","1946446.5300","11.79"
"1997","Exports","Manitoba","Kansas","350.0000","8327.2900","7.98"
"1997","Exports","Manitoba","Minnesota","9810810.1420","273202704.3200","19.82"
"1997","Exports","Manitoba","Missouri","1160.0000","23292.1100","20.08"
"1997","Exports","Manitoba","Montana","6.0000","5772.1800","39.92"
"1997","Exports","Manitoba","Nebraska","608.0000","23023.1800","37.87"
"1997","Exports","Manitoba","North Dakota","192029.0000","4980484.5400","20.71"
"1997","Exports","Manitoba","Oregon","10327.0000","150174.7000","14.54"
"1997","Exports","Manitoba","South Dakota","78461.0000","1256730.2900","15.93"
"1997","Exports","Manitoba","Texas","519949.0000","8175094.0200","15.71"
"1997","Exports","Manitoba","Total","11657190.1420","307685104.3700","19.54"
"1997","Exports","Manitoba","Wisconsin","878428.0000","17913055.2100","20.33"
"1997","Exports","New Brunswick","Maine","3772252.2190","164063565.3000","42.80"
"1997","Exports","New Brunswick","New England-ISO","25640.0000","1045167.9800","40.76"
"1997","Exports","New Brunswick","Total","3797892.2190","165108733.2800","42.79"
"1997","Exports","Ontario","Michigan","3384314.6830","95423272.5300","22.71"
"1997","Exports","Ontario","Minnesota","198378.0000","6418531.8500","29.10"
"1997","Exports","Ontario","Nebraska","101667.0000","2359980.8400","23.21"
"1997","Exports","Ontario","New England-ISO","921737.0000","23800585.6600","25.64"
"1997","Exports","Ontario","New York","1162475.5710","30524217.1600","26.28"
"1997","Exports","Ontario","Pennsylvania","113818.0000","2638232.1100","23.14"
"1997","Exports","Ontario","Total","5900615.2540","161641782.8800","24.11"
"1997","Exports","Ontario","Vermont","18225.0000","476962.7300","25.26"
"1997","Exports","Québec","Maine","1171.0200","82525.2700","70.47"
"1997","Exports","Québec","Massachusetts","163669.0000","6004388.8200","34.50"
"1997","Exports","Québec","Nebraska","781243.0000","25193396.4400","32.25"
"1997","Exports","Québec","New England-ISO","6335241.0000","207782774.2500","32.80"
"1997","Exports","Québec","New York","1881063.0000","76757506.2000","34.18"
"1997","Exports","Québec","Total","11538096.0200","515189525.2900","33.24"
"1997","Exports","Québec","Vermont","2375709.0000","199368934.3100","33.89"
"1997","Exports","Saskatchewan","North Dakota","78436.0000","1894809.0100","24.16"
"1997","Exports","Saskatchewan","Total","111272.0000","2965476.9400","26.65"
"1997","Exports","Saskatchewan","Washington","32836.0000","1070667.9300","32.61"
"1997","Exports","Total","","53430.0000","1728412.2600","32.35"
"1997","Exports","Total","Alaska","1233.8200","92310.0000","74.82"
"1997","Exports","Total","Arizona","163200.0000","3646686.7400","22.34"
"1997","Exports","Total","California","1784402.0000","45969853.4600","25.76"
"1997","Exports","Total","Colorado","43021.0000","999841.6900","23.24"
"1997","Exports","Total","Idaho","169813.0000","3715070.2600","21.88"
"1997","Exports","Total","Iowa","165062.0000","1946446.5300","11.79"
"1997","Exports","Total","Kansas","350.0000","8327.2900","7.98"
"1997","Exports","Total","Maine","3773423.2390","164146090.5700","42.81"
"1997","Exports","Total","Massachusetts","163669.0000","6004388.8200","34.50"
"1997","Exports","Total","Michigan","3384314.6830","95423272.5300","22.71"
"1997","Exports","Total","Minnesota","10009188.1420","279621236.1700","20.00"
